0,1,2,3
VISION/AMBITION: Implement state of the art technical solutions to prevent industrial activities from causing nuisances to the surrounding areas OWNER: Chief Manufacturing Officer,,,
STRATEGIC KPIS,COMMITMENT,,RESULTS
Volatile Organic Compounds (VOC) emissions from paint shops normalized (g/m2 painted).,Short-term (2025) Medium-term (2030),Long-term (2050),2021 2022 2023
,25 g/m2 painted 25 g/m2 painted,Ambition of 0 g/m2 painted,24.95 g/m2 painted 24.25 g/m2 painted 23.46 g/m2 painted
